"title","provider_value","actually_discount","link","rate_value","image_one","description","data_professional_advice","coupon_info","volume","tags","content_description","content_instructions","content_composition","provider"
"Farmatint Baño de luz 5.7 castaño chocolate 75ml","16,70 €","without discount","https://www.promofarma.com/farmatint-bano-de-luz-5-7-castano-chocolate-75ml","","https://image.promofarma.com/product/10179/sd/2510769/large/coupon_image_1.jpg","La exposición a agentes externos es uno de los principales problemas de nuestro cabello. Debido a la exposición solar, la contaminación, la humedad o a productos químicos; combinados con cambios hormonales y de alimentación, tu cabello puede quedar dañado. Cuando el pelo sufre pierde su brillo, luminosidad y tono natural, transmitiendo una sensación de cabello roto y poco cuidado. 
Farmatint Baño de luz castaño chocolate es una coloración semi-permantente de duración aproximada de 1 mes que, respetando el tono de tu cabello castaño chocolate, acentúa el brillo natural de tu pelo y añade reflejos de luz y luminosidad. Además, Farmatint Baño de Luz incluye un filtro de protección solar, que protege tu cabello de la exposición solar.
Por su suave composición, ofrece una doble función:

Coloración semi permanente: tu cabello recobrará su color natural, añadiendo reflejos intensos y brillantes.
Tratamiento protector y reparador: las vitaminas, minerales y aminoácidos de su composición te ayudarán a reparar e hidratar tu cabello, del cuero cabelludo a sus puntas.

El estuche de coloración Farmatint Baño de Luz incluye:

Tubo aplicador de coloración 60ml.
Bálsamo acondicionador y fijador del color 15ml.
Guantes protectores.
Capa protectora.
Folleto informativo.

¡Recupera e ilumina el castaño de tu cabello!","Consejo Farmacéutico","
                            Coloración semi-permanente sin amoniaco que realza el brillo natural del cabello
                        ","75ml","
#farmatint
","","","","promofarma"
"La Roche-Posay Anthelios SPF30+ crema 50ml","12,22 €","without discount","https://www.promofarma.com/la-roche-posay-anthelios-spf30-crema-50ml","","https://image.promofarma.com/c/2510769/p/13232_1-m/la-roche-posay-anthelios-spf30-crema-50ml.jpg","Es muy importante que, cuando vayas a estar expuesta a los rayos del sol, protejas tu cara. La piel del rostro es muy sensible y por esta razón necesita un cuidado especial.
La Roche-Posay Anthelios SPF30+ crema resguarda a tu piel de las quemaduras solares, de las reacciones cutáneas y del daño celular provocado por la radiación UV. Una crema solar de textura hidratante y ultra-confortable que se aplica fácilmente, es muy resistente al agua y es apta incluso para pieles sensibles.
Su factor de protección solar medio SPF30+ reforzada contra la radiación UVA, evitará el daño de la piel a consecuencia de la exposición solar. Además, incorpora agua termal de La Roche-Posay, con efectos antioxidantes y calmantes.
*Fórmula sin parabenos, no comedogénica y con perfume hipoalergénico.
Un protector solar que llevarás siempre en el bolso y que utilizarás en infinidad de ocasiones.","Consejo Farmacéutico","
                            Fotoprotección media para los rostros de piel sensible y normal
                        ","","
#la roche posay
","","","","promofarma"
"Galénic Soins Soleil SPF50+ crema ligera+leche después del sol 200ml","13,95 €","-52%","https://www.promofarma.com/es/galenic-soins-soleil-spf50-plus-crema-ligera-plus-leche-despues-del-sol-200ml/p-54259","","https://image.promofarma.com/product/54259/sd/2510769/large/coupon_image_1.jpg","Para conseguir unos cuidados altamente efectivos y seguros para tu piel no vale con confiar en cualquier marca, hay que confiar siempre en lo mejor del mercado. Galénic te ofrece un pack con el que podrás conseguir una piel siempre saludable y mucho más bella.
Galénic Soins Soleil SPF50+ crema ligera es un protector elevado para conseguir que tu piel esté siempre protegida bajo los rayos del sol. Enriquecida con aceite de argán y vitamina E proporciona los siguienes beneficios para tu piel:

Nutre e hidrata.
Regenera la piel.
Protege de los radicales libres.
Estimula la renovcación celular.

*Resultados piel 100% más suave y 100 más confortable.
Además, este práctico pack solar incluye una suave leche coporal con la que prolongar el cuidado de tu piel tras la exposición solar. Repara todos los daños sufridos bajo el sol, al mismo tiempo que nutre y suaviza la textura de tu piel.
¡Tu piel siempre protegida!","Consejo Farmacéutico","
                            Pack hidratación y nutrición
                        ","40ml","
#galenic
","","","","promofarma"
"Galénic Soins Soleil SPF15+ 150ml","9,32 €","-54%","https://www.promofarma.com/galenic-soins-soleil-spf15-150ml","","https://image.promofarma.com/product/20708/sd/2510769/large/coupon_image_1.jpg","El sol es indispensable para la vida. Además de ser necesario para sintetizar la vitamina D, la radiación solar induce la liberación de endorfinas, que generan sensación de bienestar. Estos beneficios del sol pueden recibirse desde la sombra. Por ello, debemos evitar la exposición solar prolongada ya que puede causar efectos nocivos sobre la piel.
Galénic Soins Soleil SPF15+ es un protector solar para combatir los efectos nocivos de los rayos UVA y UVB durante la exposición al sol. 
Gracias a sus propiedades embellece e hidrata proporcionando un bronceado satinado en las pieles bronceadas o mates. Además protege frente al fotoenvejecimiento y preserva el ADN de las células. Enriquecido con vitamina e proporciona un efecto antioxidante.
Cuida tu piel.","Consejo Farmacéutico","
                            Aceite seco sedoso corporal para pieles mates o ya bronceadas
                        ","150ml","
#galenic
","","","","promofarma"
"D·vinity Tropical Splash Mask 250ml","11,15 €","without discount","https://www.promofarma.com/es/d-vinity-tropical-splash-mask-250ml/p-131302","","https://image.promofarma.com/product/131302/sd/2510769/large/coupon_image_1.jpg","D·vinity Tropical Splash Mask 250ml mascarilla protección solar. Repara inmediatamente el cabello reseco y limpia los restos de sal y cloro después de la exposición al sol. Deja el cabello sano, hidratado, radiante y lleno de vitalidad. Es una mascarilla ideal para el verano ya que contiene filtro UV para proteger el cabello de los radicales libres y a su vez recupera la elasticidad natural. Su aroma es de mango y fruta de la pasión.
Ingredientes activos que contiene D·vinity Tropical Splash Mask 250ml:

La fruta de la pasión aporta al cabello una base hidratante reparadora.
El maracuyá es muy rico en esteroles y vitamina C, además tiene efecto antioxidante. 
La manteca de Karité protege el cabello del daño solar, ya que ejerce un efecto protector y reparador. Restaura la estructura capilar, aportando brillo, suavidad y volumen.
El filtro solar otorga propiedades anti foto–degradantes, absorbe los rayos UV y reduce el impacto sobre la superficie capilar.

*Para conseguir unos resultados óptimos, completar el tratamiento con Tropical Splash Shampoo y Spray protector.
¡Proteger tu cabello es muy importante, cuídalo de los rayos solares con D·vinity Tropical Splash Mask 250ml!","Consejo Farmacéutico","
                            Mascarilla que protege el cabello del sol
                        ","","
#d-vinity
","","","","promofarma"
"Cumlaude Sunlaude Antiedad SPF30+ emulsión 50ml","19,39 €","without discount","https://www.promofarma.com/cumlaude-sunlaude-antiedad-spf30-emulsion-50ml","10","https://image.promofarma.com/product/14937/sd/2510769/large/coupon_image_1.jpg","La exposición solar es bastante negativa para la salud de nuestra epidermis, implicando daños que pueden ser inmediatos o a largo plazo. Si no nos protegemos adecuadamente antes de tomar el sol, nuestra piel podrá presentar quemaduras, rojeces e irritaciones, además de acelerar el fotoenvejecimiento cutáneo.
Cumlaude Sunlaude Antiedad SPF30+ es una protector solar facial que actúa en las pieles más sensibles y que presentan arrugas de expresión o arrugas marcadas. Es oil free. Su contenido rico en su patentado Age-Revive  actúa sobre las arrugas más profundas rellenándolas  y sobre las arrugas de expresión difuminándolas, favoreciendo la correcta elasticidad de la piel  y estimulando la síntesis de colágeno y elastina. 
Los filtros solares UVA previenen de la aparición de las manchas relacionadas con la exposición al sol y la vitamina E con su potente acción antioxidante repara el daño celular. Sus compuestos suavizantes permiten una piel del rostro suavizada e hidratada.
Perfecto para las pieles más sensibles y primeras arrugas.","Consejo Farmacéutico","
                            Rico en Age-Revive, rellena las arrugas más profundas y difumina las arrugas de expresión
                        ","50ml","
#cumlaude
","","","","promofarma"
"Vichy Capital Soleil spray SPF30+ 125ml","13,45 €","-8%","https://www.promofarma.com/vichy-capital-soleil-spray-spf30-125ml","","https://image.promofarma.com/product/12540/sd/2510769/large/coupon_image_1.jpg","La exposición continuada a los rayos UV puede causar problemas en la piel como quemaduras, manchas, envejecimiento prematuro y, en casos extremos, cáncer de piel. Es por lo que hoy en día utilizar un protector solar es de vital importancia.
Vichy Capital Soleil spray SPF30+ 125ml es una crema solar que te ayuda a proteger tu piel de los efectos nocivos de los rayos del sol, evitando la aparición de manchas y arrugas.
Contiene Mexoryl, que hace que esta crema solar sea de amplio espectro UVA-UVB. La función del Mexoryl es absorber los rayos UV, además de que contiene el agua termal de Vichy con efectos fortificantes, calmantes y regenerantes.
Es una fórmula hipoalergénica que no contiene ni perfumes ni parabenes, por lo que puede ser usada por la mayoría de las personas sin causar reacciones alérgicas. Es muy resistente al agua y fácil de aplicar uniformemente sobre toda la piel.
Una buena opción para protegerte contra los rayos UV y mantener tu piel en buen estado.","Consejo Farmacéutico","
                            Spray hipoalergénico que te protege de los rayos UV
                        ","125ml","
#vichy
","","","","promofarma"
"Ladival® Pack Pieles sensibles o alérgicas SPF50+ Gel-crema oil free + After sun 200ml","22,95 €","-17%","https://www.promofarma.com/ladival-pack-pieles-sensibles-o-alergicas-spf50-plus-gel-crema-oil-free-plus-after-sun-200ml","","https://image.promofarma.com/product/71535/sd/2510769/large/coupon_image_1.jpg","El sol es necesario para nuestro organismo pero la exposición al sol sin protección puede llegar a producir quemaduras, envejecimiento prematuro y graves enfermedades cutáneas, por lo que siempre es preciso usar una adecuada protección solar. Ladival se fabrica bajo estándares de calidad farmacéutica y dispone de estudios científicos que demuestran su efectividad. 
Este pack de Ladival® incluye:

Ladival® Pieles Sensibles o Alérgicas SPF50+ gel crema es un protector solar en gel crema oil free, de rápida absorción, especialmente indicado para las pieles más sensibles o alérgicas al sol. Protección frente a las radiaciones UV-A/UV-B e IR-A.

 

Ladival® Pieles Sensibles o Alérgicas After-Sun es una crema hidratante hipoalergénica que calma y refresca las pieles más sensibles tras la exposición solar y ayuda a prolongar el bronceado. Su suave textura en gel se absorbe rápidamente por la piel consiguiendo una sensación de confort y bienestar tras su uso.

¡Protección y confort para tu piel en un mismo pack!","Consejo Farmacéutico","
                            Protección intensa contra el sol durante los días soleados en verano
                        ","","
#ladival
","","","","promofarma"
"La Roche-Posay Anthelios SPF50+ fluido extremo con perfume 50ml","15,50 €","without discount","https://www.promofarma.com/la-roche-posay-anthelios-spf50-plus-fluido-extremo-con-perfume-50ml","10","https://image.promofarma.com/product/46902/sd/2510769/large/coupon_image_1.jpg","Para las pieles más sensibles o sujetas a intolerancias solares, La Roche-Posay tiene la solución.
El protector solar Anthelios SPF50+ fluido extremo rostro con perfume previene la comúnmente conocida como ""alergia solar"". Su uso ayuda a bloquear los efectos nocivos que provoca la radiación UVA/UVB. Al contener agua termal La Roche-Posay, también produce un efecto calmante y antioxidante.
Además previene de las manchas causadas por el embarazo, las manchas pigmentarias y la fotosensibilidad que pueden provocar los medicamentos.
Una crema que cuida del hoy y del mañana, ya que protege del envejecimiento cutáneo prematuro y del daño celular a largo plazo.","Consejo Farmacéutico","
                            Alta protección para tu rostro
                        ","50ml","
#la roche posay
","","","","promofarma"
"Vichy Idéal Soleil leche SPF20+ 300ml + Vichy Idéal Soleil leche after sun 100ml","18,90 €","-15%","https://www.promofarma.com/protege-e-hidrata-tu-piel-antes-y-despues-de-tomar-el-sol","","https://image.promofarma.com/product/45517/sd/2510769/large/coupon_image_1.jpg","El laboratorio Vichy ha desarrollado un sinfin de productos destinados para el tratamiento de las distintas epidermis. El pack que aquí se describe está formado por una leche solar protectora SPF20+ y una leche hidratante after sun:
- Vichy Idéal Soleil leche SPF20+ 300ml: protege la piel contra las quemaduras solares y el fotoenvejecimiento de forma media. Su composición ha sido enriquecida con agua termal de Vichy y ácido hialurónico, facilitando su aplicación, evitando la sensación grasa y proporcionando un efecto frescor. Además su textura cremosa es fácilmente aplicable.
- Vichy Idéal Soleil leche after sun 100ml: hidrata y alivia la piel que ha sido expuesta al sol de forma completa y profunda. La combinación activa del hialuronato de sodio y de un concentrado lipídico vegetal regenera la piel y la prepara para futuras exposiciones.
*Hipoalergénicos e indicados para pieles sensibles. Sin perfumes y sin parabenos.
¡Cuida tu piel durante y después de tus días de playa!","Consejo Farmacéutico","
                            Protege e hidrata tu piel antes y después de tomar el sol
                        ","100ml","
#vichy
","","","","promofarma"
"Farline after sun con aloe vera 150ml","4,90 €","-18%","https://www.promofarma.com/farline-after-sun-con-aloe-vera-150ml","","https://image.promofarma.com/product/51190/sd/2510769/large/coupon_image_1.jpg","Cuidar la piel antes y depués de tomar el sol, con efectivos tratamientos, es fundamental para su correcta salud y buen aspecto. Su tu piel es muy vulnerable a los agentes externos, como el sol, debes aplicar protectores seguros para evitar quemaduras e irritaciones.
Farline after sun con aloe vera es un suave gel, con efecto after sun, formulado a base de aloe vera. Consigue refrescar tu piel, repara e hidrata en profundidad, tras el deterioro sufrido tras la exposición solar.
Contribuye a minimizar los efectos negativos que causa el sol sobre la piel, gracias a su rico aporte en vitamina E y panthenol, además del aloe vera. Notarás una agradable sensación de confort, al instánte de su aplicación.
¡Repara tu piel después de tomar el sol, para su correcta salud!","Consejo Farmacéutico","
                            Repara tu piel después de exponerla al sol
                        ","150ml","
#farline
","","","","promofarma"
"Protextrem® Mammy loción SPF50+ 150ml + crema antiestrias 250ml","29,50 €","-22%","https://www.promofarma.com/cuidado-natural-para-mujeres-embarazadas","10","https://image.promofarma.com/product/47801/sd/2510769/large/coupon_image_1.jpg","La exposición solar puede afectar negativamente a la salud y el bienestar de nuestra piel, especialmente en el caso de las mujeres embarazadas o en periodo de lactancia. Por eso, es imprescindible aplicar una protección solar previa a la exposición, que hidrate y cuide nuestra piel mientras la proteja frente la radiación.
Este pack de Protextrem® y Repavar contiene:
- Protextrem® Mammy loción SPF50+ 150ml: Un fotoprotector antiestrías especial para el embarazo. En su composición, el protector protextrem suncare mammy, incluye LQ20 Antiestrías, un potente activo que ayuda en la prevención de estrías. Gracias a sus filtros fotoprotectores, previene los efectos del sol en la piel, evitando las manchas y quemaduras solares.
- Repavar crema antiestrias 250ml: Previene y repara las estrías reafirmando y regenerando la piel. Está enriquecida con aceite de rosa mosqueta, un concentrado de centella asiática y otros activos que ayudan a prevenir y reparar la formación de estrías y grietas debidas al embarazo, la lactancia y la pérdida de peso por dietas.
Está especialmente indicada para estrías localizadas en vientre, glúteos, caderas y pechos. Se recomienda su aplicación antes, durante y después del embarazo en todas las zonas susceptibles de ganar volumen y tensar la piel.
Cuidado natural para mujeres embarazadas.","Consejo Farmacéutico


Protección solar corporal y facial especial para el cuidado de las futuras mamás. La crema corporal incorpora activos antiestrías para cuidar de la piel además de proteger. Elige un protector solar que te proteja frente a la radiación UVB y UVA (causantes de las quemaduras y del envejecimiento prematuro de la piel). No dejes que estos rayos dañen tu sistema inmunológico y que contribuyan al desarrollo del cáncer de piel.","
                            Cuidado natural para mujeres embarazadas
                        ","150ml","
#protextrem®
","","","","promofarma"
"Heliocare Pack Advanced SPF50+ gel 200ml + Ultra gel SPF90+ 25 ml","19,69 €","-14%","https://www.promofarma.com/heliocare-pack-advanced-spf50-plus-gel-200ml-plus-ultra-gel-spf90-plus-25-ml","","https://image.promofarma.com/product/70500/sd/2510769/large/coupon_image_1.jpg","Una piel con aspecto sano y luminoso durante todo el verano, es posible si se cuida adecuadamente Para compensar el efecto de la radiación solar sobre tu dermis, es importante que acompañes tu bronceado del uso de un fotoprotector.
Este pack está conformado por:

Heliocare Advanced SPF50+ gel 200ml

Evita las quemaduras y las manchas solares con Heliocare Advanced gel SPF50+, una fórmula protectora con altos filtros anti-rayos ultravioleta que garantiza la máxima seguridad dérmica de tu cuerpo. Su textura en gel es ideal para las pieles grasas.
Su composición antioxidante e inmunológica consigue frenar el envejecimiento cutáneo de nuestro organismo, dejando sobre la piel una textura final sedosa, fresca y confortable.

Heliocare Ultra gel SPF90+ 25 ml 

Es un gel cremoso fotoinmunoprotector con una combinación de filtros físicos y químicos de última generación con moléculas fitobiológicas que aportan una nueva y triple protección frente al daño solar: inmunológica, antioxidante y antienvejecimiento.
Indicado para pieles grasas o normales que sean hipersensibles a la radiación solar. Su textura es tan ligera que no deja manchas blancas ni restos grasos.
¡Utiliza este producto y absorbe este verano toda la protección que tu cuerpo necesita!","Consejo Farmacéutico","
                            Protección completa para la piel durante los días soleados
                        ","","
#heliocare
","","","","promofarma"
"Heliocare Pack 360º SPF50+ airgel 200ml + Endocare-C oil free 7amp","25,39 €","-11%","https://www.promofarma.com/heliocare-pack-360-spf50-plus-airgel-200ml-plus-endocare-c-oil-free-7amp","","https://image.promofarma.com/product/46546/sd/2510769/large/coupon_image_1.jpg","Los rayos de sol afectan la piel en cualquier estación del año, si no se tiene una protección adecuada puede llegar causar manchas, rojeces y enfermedades cutáneas, por lo que es importante utilizar productos que protejan de los rayos UVA, sobre todo en aquellas pieles sensibles.
Este pack de productos incluye:
- Heliocare 360º SPF50+ airgel 200ml: protector solar en gel texturizado en aire, perfecto para aplicar sobre cara y escote cuando sales a lla calle.
Este producto de Heliocare contiene un complejo exclusivo superantioxidante Fernblock® con vitaminas C+E y té verde, que combate a los radicales libres y repara los daños causados en el ADN de la piel gracias a la acción de las roxisomas.
- Endocare-C oil free 30amp: ampollas con una fórmula antioxidante, hidratante e iluminadora para pieles normales o grasas. Endocare-C oil-free está compuesto por activos que ayudan a disminuir los signos del envejecimiento cutáneo y a prevenir su aparición, sin dejar sensación grasa sobre la piel.
Una combinación ideal para combatir los dañinos rayos del sol.","Consejo Farmacéutico","
                            Pack con tratamiento fotoprotector y ampollas con efecto antiedad
                        ","","
#heliocare
","","","","promofarma"
"La Roche-Posay Anthelios SPF50+ toque seco color 50ml+Farline labial 4g","21,00 €","without discount","https://www.promofarma.com/es/la-roche-posay-anthelios-spf50-plus-toque-seco-color-50ml-plus-farline-labial-4g-en-farmacia-de-urdiain-jaione-suarez-bugallo/p-57015","","https://image.promofarma.com/product/57015/sd/2510769/large/coupon_image_1.jpg","¿Deseas tener un cutis y unos labios con aspecto mucho más saludable? Aprovecha este pack que te ofrecemos a continuación, y consigue una piel mucho más embellecida y suavizada.
La Roche-Posay Anthelios SPF50+ gel-crema toque seco con color añade un factor de protección solar alto SPF50+ a su composición, que permite frenar la nocividad de los rayos ultravioleta ejerciendo un potente efecto antioxidante.
Aporta una cobertura de color para conseguir un tono más uniforme de la dermis. Además de prevenir las quemaduras, esta crema solar presenta una textura de toque seco que evita todo tipo de brillos y garantiza una absorción inmediata.
Farline presenta su protector labial hidratante indicado para todo tipo de labios, incluyendo los más sensibles y delicados. Con este práctico y portable stick labial, tu sonrisa quedará protegida de los cambios de temperatura y las agresiones externas.
Si quieres hidratar tus labios, además de protegerlos y reforzarlos contra el sol, apuesta por un stick labial que los mantenga en un estado adecuado mediante una textura emoliente y sedosa.
¡Deja de sentir como tu piel se agrieta y deteriora!","Consejo Farmacéutico","
                            Pack protección piel y labios
                        ","","
#la roche posay
","","","","promofarma"
"Bioderma Cícabio Crema SPF50+ 30ml","12,45 €","-17%","https://www.promofarma.com/bioderma-cicabio-crema-spf50-plus-30ml","9.3","https://image.promofarma.com/product/58420/sd/2510769/large/coupon_image_1.jpg","Bioderma Cicabio es un tratamiento hipoalergénico y resistente al agua con textura no grasa y una muy buena tolerancia a cualquier tipo de piel, incluso para pieles sensibles y atópicas.
La crema Cicabio de Bioderma está indicada para tratar las pieles deshidratadas de rostro, cuerpo y labios. Recomendada tanto en adultos como en niños, te ayudará a reparar la sequedad extrema mientras consigues una piel suave y sedosa. Además, contiene protección solar SPF50+ por lo que ayuda a proteger tu piel de los agentes externos y reduce la hiperpigmentación después de la cicatrización (ejemplo: las manchas marrones).
Fórmula sin perfume, parabenos, colorantes y no comedogénico.
Recupera la suavidad de tu piel.","Consejo Farmacéutico","
                            Apto para pieles deshidratadas de rostro, cuerpo y labios
                        ","30ml","
#bioderma
","","","","promofarma"
"Mussvital fotoprotector leche SPF50+ 200ml + Regalo aftersun 1","11,87 €","-24%","https://www.promofarma.com/es/tu-piel-suave-bronceada-hidratada-pero-protegida/p-11475","","https://image.promofarma.com/product/11475/sd/2510769/large/coupon_image_1.jpg","La exposición solar es uno de los principales agentes en dañar la piel. Estos daños solares sobre la piel, pueden derivar en quemaduras, rojeces e irritaciones tras la exposición, pero además, influirán en la aceleración del proceso de envejecimiento cutáneo.
El pack solar de Mussvital fotoprotector leche SPF50 + aftersun Mussvital de regalo, ofrece una combinación de acciones de protección y calma para asegurar una piel suave y bronceada pero protegida del sol. 

- Mussvital fotoprotector leche SPF50

Un protector solar que ofrece una alta barrera de protección frente las radiaciones UVA/UVB. Por su composición con Aceite de Macadamia, rico en ácidos grasos, Pantenol y Vitamina E, aportará suavidad, nutrición y activos antioxidantes a tu piel. Y por sus filtros solares SPF50 te ayudará a retrasar el foto envejecimiento cutáneo. 
- Aftersun Mussvital de regalo

Tras la exposición solar, la piel suele perder su hidratación natural, quedando tirante y reseca. Por ello, es esencial aplicar una loción post solar, que ayude a calmar y refrescar la piel. Mussvital Aftersun es una loción compuesta por Aloe Vera, Pantenol y Vitaminas E y F. Gracias a las propiedades naturales de sus principales activos, tu piel recuperará su hidratación, y conseguirás calmar tu piel.
Tu piel lucirá bronceada manteniendo su confort y bienestar.","Consejo Farmacéutico","
                            Tu piel suave, bronceada, hidratada,... pero protegida
                        ","","
#mussvital
","","","","promofarma"
"Farmatint Baño de luz 1N negro 75ml","14,49 €","without discount","https://www.promofarma.com/farmatint-bano-de-luz-1n-negro-75ml","","https://image.promofarma.com/product/10176/sd/2510769/large/coupon_image_1.jpg","La principal característica del cabello rubio es su sensibilidad frente a las agresiones externas. Debido a que es mucho más claro que otros tonos, el pelo rubio transmite mucho más fácilmente la sensación de deshidratación y pérdida de brillo, incluso te parecerá que está dañado y agrietado.
Farmatint Baño de Luz 1N negro es una coloración semi-permantente de duración aproximada de 1 mes que, respetando el tono de tu cabello, acentúa el brillo natural de tu pelo y añade reflejos de luz y luminosidad. Además, Farmatint Baño de Luz incluye un filtro de protección solar, que protege tu cabello de la exposición solar.
Por su suave composición, ofrece una doble función:

Coloración semi permanente: tu cabello recobrará su color natural, añadiendo reflejos intensos y brillantes.
Tratamiento protector y reparador: las vitaminas, minerales y aminoácidos de su composición te ayudarán a reparar e hidratar tu cabello, del cuero cabelludo a sus puntas.

El estuche de coloración Farmatint Baño de Luz incluye:

Tubo aplicador de coloración 60ml.
Bálsamo acondicionador y fijador del color 15ml.
Guantes protectores.
Capa protectora.
Folleto informativo.

¡Realza el azabache de tu cabello!","Consejo Farmacéutico","
                            Coloración semi-permanente sin amoniaco que realza el brillo natural del cabello
                        ","75ml","
#farmatint
","","","","promofarma"
"Farmatint Baño de luz 7N rubio 75ml","11,90 €","-17%","https://www.promofarma.com/es/farmatint-bano-de-luz-7n-rubio-75ml/p-10181","2","https://image.promofarma.com/product/10181/sd/2510769/large/coupon_image_1.jpg","La principal característica del cabello rubio es su sensibilidad frente a las agresiones externas. Debido a que es mucho más claro que otros tonos, el pelo rubio transmite mucho más fácilmente la sensación de deshidratación y pérdida de brillo, incluso te parecerá que está dañado y agrietado.
Farmatint Baño de Luz 7N rubio es una coloración semi-permantente de duración aproximada de 1 mes que, respetando el tono de tu cabello rubio, acentúa el brillo natural de tu pelo y añade reflejos de luz y luminosidad. Además, Farmatint Baño de Luz incluye un filtro de protección solar, que protege tu cabello de la exposición solar.
Por su suave composición, ofrece una doble función:

Coloración semi permanente: tu cabello recobrará su color natural, añadiendo reflejos intensos y brillantes.
Tratamiento protector y reparador: las vitaminas, minerales y aminoácidos de su composición te ayudarán a reparar e hidratar tu cabello, del cuero cabelludo a sus puntas.

El estuche de coloración Farmatint Baño de Luz incluye:

Tubo aplicador de coloración 60ml.
Bálsamo acondicionador y fijador del color 15ml.
Guantes protectores.
Capa protectora.
Folleto informativo.

¡Recupera e ilumina el rubio natural de tu cabello!","Consejo Farmacéutico","
                            Coloración semi-permanente sin amoniaco que realza el brillo natural del cabello
                        ","75ml","
#farmatint
","","","","promofarma"
"Th Pharma BB Sensitive crema hidratante facial 60ml","4,90 €","without discount","https://www.promofarma.com/th-pharma-bb-sensitive-crema-hidratante-facial-60ml","","https://image.promofarma.com/product/67326/sd/2510769/large/coupon_image_1.jpg","La crema facial de Th Pharma es una crema hidratante y protectora de uso diario que contiene filtros solares contra los rayos UVA-UVB. Sus principales ingredientes que es la caléndula, camomia y Pro-vitamina B5 calman y regeneran la piel.
*Está indicada para recién nacidos y bebés.
**Sin parabenos ni perfumes.
¡La crema ideal para el bebé!","Consejo Farmacéutico","
                            Crema facial hidratante para bebé
                        ","60ml","
#th pharma
","","","","promofarma"
"La Roche-Posay Anthelios Pack XL  BB crema SPF50+ gel-crema toque seco SPF50+","26,95 €","without discount","https://www.promofarma.com/la-roche-posay-anthelios-pack-xl-bb-crema-spf50-plus-gel-crema-toque-seco-spf50-plus","10","https://image.promofarma.com/c/2510769/p/72524_1-m/la-roche-posay-anthelios-pack-xl-bb-crema-spf50-plus-gel-crema-toque-seco-spf50-plus.jpg","Este pack contiene:

La Roche-Posay Anthelios XL BB crema SPF50+ 50ml

La exposición solar prolongada puede causar efectos nocivos sobre la piel y el organismo. Por ello, debemos utilizar un protector solar adecuado para nuestro tipo de piel.
La Roche-Posay Anthelios XL BB crema SPF50+ 50ml es un protector solar facial alto para combatir los efectos nocivos de las radiaciones solares UVA y UVB durante la exposición al sol en las pieles sensibles o sujetas a intolerancias solares.
Gracias a sus principios activos previene las manchas pigmentarias provocadas por el sol. Por su nueva textura protege, hidrata y unifica en un solo gesto. Sus micropigmentos universales se funden y se adaptan a cada tonalidad de piel para obtener un tono natural, fresco y luminoso.
*Con perfume.

La Roche-Posay Anthelios gel crema toque seco SPF50+ 50ml

Las pieles grasas necesitan cremas específicas que eviten brillanteces en el rostro y restos pegajosos, por eso es ideal este producto que además es apto para pieles con tendencia acnéica ya que no es comedogénico.
Ideal para la hidratación del cutis, La Roche-Posay Anthelios SPF50+ gel-crema toque seco añade un factor de protección solar alto SPF50+ a su composición, que permite frenar la nocividad de los rayos ultravioleta ejerciendo un potente efecto antioxidante.
Al no contener perfume ni parabenos, esta fórmula es ideal para las pieles atópicas o secas que reaccionan con facilidad al sol. Además de prevenir las quemaduras, esta crema solar presenta una textura de toque seco que evita todo tipo de brillos y garantiza una absorción inmediata.
*Ideal para pieles blancas mixtas o grasas. Con perfume hipoalergénico.","Consejo Farmacéutico","
                            Pack de fotoprotección con toque de color para pieles sensibles, mixtas o grasas
                        ","","
#la roche posay
","","","","promofarma"
"Farmatint Baño de luz 5.2 violín 75ml","3,98 €","-20%","https://www.promofarma.com/farmatint-bano-de-luz-5-2-violin-75ml","","https://image.promofarma.com/product/10178/sd/2510769/large/coupon_image_1.jpg","La principal característica del cabello rubio es su sensibilidad frente a las agresiones externas. Debido a que es mucho más claro que otros tonos, el pelo rubio transmite mucho más fácilmente la sensación de deshidratación y pérdida de brillo, incluso te parecerá que está dañado y agrietado.
Farmatint Baño de Luz 5.2 violín es una coloración semi-permantente de duración aproximada de 1 mes que, respetando el tono de tu cabello, acentúa el brillo natural de tu pelo y añade reflejos de luz y luminosidad. Además, Farmatint Baño de Luz incluye un filtro de protección solar, que protege tu cabello de la exposición solar.
Por su suave composición, ofrece una doble función:

Coloración semi permanente: tu cabello recobrará su color natural, añadiendo reflejos intensos y brillantes.
Tratamiento protector y reparador: las vitaminas, minerales y aminoácidos de su composición te ayudarán a reparar e hidratar tu cabello, del cuero cabelludo a sus puntas.

El estuche de coloración Farmatint Baño de Luz incluye:

Tubo aplicador de coloración 60ml.
Bálsamo acondicionador y fijador del color 15ml.
Guantes protectores.
Capa protectora.
Folleto informativo.

Luce un cabello bonito con Farmatint.","Consejo Farmacéutico","
                            Coloración semi-permanente sin amoniaco que realza el brillo natural del cabello
                        ","75ml","
#farmatint
","","","","promofarma"
