"title","quality_overall","price","picture_image","laboratory","laboratory_logo","data_description","data_composition","data_mode_use"
"Crema Solar Ecocert SPF50 Dransavi 50ml","","16,01 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/c/r/crema_solar_ecocert_spf50_dransavi_50ml032060629_.jpg","Drasanvi","https://www.mifarma.es/media/amshopby/medium446.jpg","","ComposiciónCaprylic/Capric Triglyceride, Aqua(Water), Titanium dioxide, Aloe Barbadensis Leaf Extract*, Olea Europaea (Olive) Fruit Oil*, Glycerin, Alumina, Polyglyceryl-2-dipolyhydroxystearate, Stearic acid, Polyglyceryl-3Diisostearate, Glycine Soja (Soybean) Oil, Benzyl Alcohol, Coco-Caprylate/Caprate, Sodium PCA, Salicylic Acid, Tocopherol, Beta-Sitosterol, Squalene, Citric Acid, Sorbic Acid, Potassium Sorbate, Sodium Benzoate.

Ingrediente procedente de la Agricultura Ecológica.

El 20,445 % del total de los ingredientes procede de la Agricultura Ecológica.
99,008% del total es de origen natural COSMOS ORGANIC certificado por Ecocert Greenlife según el estándar COSMOS.","Modo de usoAplicar, como mínimo, 20 minutos antes de tomar el sol y repartir uniformemente sin que queden zonas sin producto. Renovar regularmente la aplicación del fotoprotector, sobre todo, en caso de exposiciones prolongadas, después del baño con la piel seca o de haber realizado deporte."
"Crema Protectora Antimanchas SPF50+ Depiwhite M. ACM 40ml","","19,36 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/c/r/crema_protectora_antimanchas_spf50__depiwhite_m._acm_40ml177891_.jpg","ACM","https://www.mifarma.es/media/amshopby/medium2313.jpg","","ComposiciónAqua (Water), Diisopropyl Sebacate, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Ethylhexyl Triazine, Methylene Bis-Benzotriazolyl Tetramethylbutylphenol (Nano), Titanium dioxide, Glycerin, Caprylic /Capric Glycerides, Cyclopentasiloxane, Potassium Cetyl phosphate, Glyceryl Stearate, PEG-100 Stearate, Pentylene Glycol, Pearl Powder, Xylitol, Tocopheryl Acetate, Ascorbyl Glucoside, Melanin, Coco-Glucoside, Polyhydroxystearic Acid, Stearic Acid, Alumina, Coconut Alcohol, Ethylhexylglycerin, Decyl Glucoside, Propylene Glycol, Phenoxyethanol, Xanthan Gum, Sodium Hydroxide, Potassium Sorbate, Chlorphenesin, Polydextrose, Disodium EDTA, Citric Acid.","Modo de usoAplicar diariamente sobre el rostro para reducir el riesgo de aparición y empeoramiento de manchas de pigmentación.
En caso de exposición solar prolongada, aplicar generosamente antes de la exposición y reaplicar cada cierto tiempo, sobre todo, después de haber sudado, nadado o secarse."
"Bioregena Spray Aceite Solar SPF15 90ml ","","23,81 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/b/i/bioregena_spray_aceite_solar_spf15_90ml_32022_.jpg","Ofertas","https://www.mifarma.es/media/amshopby/medium86.png","","",""
"Lierac Sunissime Leche Protectora Revitalizante Cuerpo SPF15 150ml","","27,23 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/l/i/lierac_sunissime_leche_protectora_revitalizante_cuerpo_spf15_150mll0080_.jpg","Lierac","https://www.mifarma.es/media/amshopby/medium215.jpg","","",""
"Jason Protector Solar Familiar FPS45 113g","","24,20 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/j/a/jason_protector_solar_familiar_fps45_113gjas300411_.jpg","Jason","https://www.mifarma.es/media/amshopby/medium1732.jpg","","",""
"Crema para Niños y Bebés SPF6 Ziaja 50ml","","3,71 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/c/r/crema_para_ni__os_y_beb__s_spf6_ziaja_50mlzba07-16102_.jpg","Ziaja","https://www.mifarma.es/media/amshopby/medium2479.jpg","","ComposiciónLibre de colorantes y alcohol.","Modo de usoAplicar en la piel 30 minutos antes de la exposición solar."
"Uriage Bariesun SPF50+ Niños Leche 100ml","","19,55 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/u/r/uriage_bariesun_spf50__ni__os_leche_100ml181901_.jpg","Uriage","https://www.mifarma.es/media/amshopby/medium59.jpg","","",""
"Crema Facial con Color SPF50+ Acofarderm 50ml","","15,73 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/c/r/crema_facial_con_color_spf50__acofarderm_50ml345184_.jpg","Acofarderm","https://www.mifarma.es/media/amshopby/medium129.jpg","","ComposiciónAqua, octocrylene, glycerin, bis-ethylhexyloxyphenol methoxyphenyl triazine, butyl methoxydibenzoylmethane, ethylhexyl salicylate, homosalate, titanium dioxide (nano), cetearyl isononanoate, phenylbenzimidazole sulfonic acid, ethylhexyl isononanoate, potassium cetyl phosphate, cocoglycerides, propylheptyl caprylate, sodium cetearyl sulfate, silica, hydrogenated palm glycerides, phenoxyethanol, behenyl alcohol, glyceryl stearate, peg-100 stearate, aloe barbadensis leaf juice, bisabolol, farnesol, tropolone, triticum vulgare gluten, cyperus rotundus root extract, sodium hydroxide, parfum, tocopheryl acetate, acrylates/c10-30 alkyl acrylate crosspolymer, xanthan gum, linalool, disodium edta, butylphenyl methylpropional, citronellol, benzyl salicylate, limonene, alpha-isomethyl ionone, coumarin, cinnamyl alcohol, geraniol, hydroxycitronellal, sodium benzoate, lactic acid, citral, potassium sorbate, iron oxides (ci 77492, ci 77491, ci 77499), titanium dioxide (ci 77891).","Modo de usoAplicar generosamente y de una manera uniforme 20-30 minutos antes de la expo­sición al sol, la aplicación de menos cantidad con­duce a una reducción sig­nificativa de la protección. Renovar con frecuencia la aplicación, sobre todo después del baño."
"Pack Isdin Sunny Summer Hydro Oil SPF30+Isdin Fusion Water SPF50+","","42,35 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/p/a/pack_isdin_sunny_summer_hydro_oil_spf30_isdin_fusion_water_spf50_190287y174857_.jpg","Isdin","https://www.mifarma.es/media/amshopby/medium10.jpg","","ComposiciónAceite Solar Hydro Oil SPF30 Isdin 200ml: Paraffinum Liquidum (Mineral Oil), Butylene Glycol Dicaprylate/Dicaprate, Dibutyl Adipate, Diethylhexyl Carbonate, C12-15 Alkyl Benzoate, Octocrylene, Dicaprylyl Carbonate, Alcohol Denat., Ethylhexyl Salicylate, Butyl Methoxydibenzoylmethane, VP/Hexadecene Copolymer, Cyclopentasiloxane, Cyclohexasiloxane, Diethylhexyl Butamido Triazone, Aqua (Water), Tocopheryl Acetate, Dihydroxy Methylchromonyl Palmitate, Parfum (Fragrance), BHT, Linalool, Tocopherol.
Isdin Fusion Water SPF50+ Protector Solar 50ml: Aqua (Water), Ethylhexyl Methoxycinnamate, Butylene Glycol, Propylene Glycol, Polymethyl Methacrylate, Dimethicone, PEG-8, Butyl Methoxydibenzoylmethane, Ethylhexyl Triazone, Silica, Phenoxyethanol, Titanium Dioxide, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Tocopheryl Acetate, Allantoin, Ethylhexylglycerin, Parfum (Fragrance), Sodium Hyaluronate, Sodium Hydroxide, Carbomer, Disodium EDTA, Tocopherol, BHT, Ascorbyl Palmitate, Ascorbic Acid, Citric Acid","Modo de usoAceite Solar Hydro Oil SPF30 Isdin 200ml: Agitar antes de usar. Cuando el producto se ha mezclado correctamente, aplicar generosamente sobre la piel seca, media hora antes de la exposición solar. Reaplicar cada 2 horas.
Isdin Fusion Water SPF50+ Protector Solar 50ml: Aplicar media hora antes de la exposición solar."
"Aceite Solar en Spray SPF30 con Zanahoria Australian Gold 237ml","","21,78 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/a/c/aceite_solar_en_spray_spf30_con_zanahoria_australian_gold_237mlgold0578_.jpg","Australian Gold","https://www.mifarma.es/media/amshopby/medium3745.png","","","Modo de usoAplicar 30 minutos antes de la exposición solar en el cuerpo de manera uniforme. Reaplicar con frecuencia y siempre después del baño."
"Pack Duplo Be+ Aerosol Corporal SPF30 200ml","","27,83 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/p/a/pack_duplo_be__aerosol_corporal_spf30_200ml171054duplo_.jpg","Be+","https://www.mifarma.es/media/amshopby/medium145.jpg","","","Modo de usoAplicar 20 minutos antes de la exposición solar y reaplicar con frecuencia, especialmente después del baño, de la transpiración excesiva o de secarse con una toalla."
"Crema Solar Sun Secure SPF30 SVR 50ml","","15,90 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/c/r/crema_solar_sun_secure_spf30_svr_50ml1029d16_.jpg","Laboratorios SVR","https://www.mifarma.es/media/amshopby/medium388.jpg","","ComposiciónAQUA (PURIFIED WATER), DIISOPROPYL ADIPATE, DIMETHICONE, ETHYLHEXYL METHOXYCINNAMATE, DIETHYLAMINO HYDROXYBENZOYL HEXYL BENZOATE, CETEARYL ALCOHOL, BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE, CETEARETH-20, GLYCERIN, ETHYLHEXYL TRIAZONE, NYLON 6/12, POLYMETHYL METHACRYLATE, POLYESTER-7, NIACINAMIDE, AMINOMETHYL PROPANOL, BETA-CAROTENE, CAPRYLHYDROXAMIC ACID, CETEARYL DIMETHICONE CROSSPOLYMER, DAUCUS CAROTA SATIVA (CARROT) ROOT EXTRACT, GLYCINE SOJA (SOYBEAN) OIL, HYDROGENATED PHOSPHATIDYLCHOLINE, LECITHIN, LEPIDIUM SATIVUM SPROUT EXTRACT, PHENETHYL ALCOHOL, TOCOPHEROL, TOCOPHERYL ACETATE, 1,2-HEXANEDIOL, CAPRYLYL GLYCOL, CITRIC ACID, DISODIUM EDTA, HYDROXYETHYL ACRYLATE/SODIUM ACRYLOYLDIMETHYL TAURATE COPOLYMER, LYSOLECITHIN, NEOPENTYL GLYCOL DIHEPTANOATE, PENTYLENE GLYCOL, POLYSORBATE 60, SODIUM LAURETH SULFATE, SORBITAN ISOSTEARATE, XANTHAN GUM, PHENOXYETHANOL, PARFUM (FRAGRANCE)","Modo de usoAntes de la exposición solar, aplicar una cantidad suficiente y homogénea para cubrir el rostro. Renovar frecuentemente la aplicación."
"Ladival Protección y Bronceado Spray Protector FPS50+ 150ml","","28,80 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/l/a/ladival_protecci__n_y_bronceado_spray_protector_fps50__150ml173780_.jpg","Ladival","https://www.mifarma.es/media/amshopby/medium997.jpg","","",""
"Mussvital Fotoprotector Pediatrics & Adults Spray SPF50+ 150 ml","","26,61 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/m/u/mussvital_fotoprotector_pediatrics___adults_spray_spf50__150_ml164536_.jpg","Mussvital","https://www.mifarma.es/media/amshopby/medium361.jpg","","",""
"BB Cream Corporal Satinada SPF15 Madara 100ml","","24,91 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/b/b/bb_cream_corporal_satinada_spf15_madara_100mlmad106306_.jpg","Mádara","https://www.mifarma.es/media/amshopby/medium2367.jpg","","","Modo de usoAplicar generosamente antes de la exposición al sol. Vuelva a aplicar después de nadar, lavar o secarse con una toalla."
"Pack Tropicania Summer","","48,40 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/p/a/pack_tropicania_summerpacktropicania_.jpg","Tropicania","https://www.mifarma.es/media/amshopby/medium1789.jpg","","ComposiciónProtector Solar Facial SPF50 Tropicania 50ml: Aqua, Homosalate, Octocrylene, Aloe barbadensis Leaf Juice, Ethylhexyl Methoxycinnamate, Butyl Methoxydibenzoylmethane, Glycerin, Ethylhexyl triazone, Cetearyl Alcohol, Maltodextrin, Ceteareth-20, Glyceryl Stearate SE, Microcrystalline Cellulose, Sodium Hydroxide, Ceteareth-12, Carbomer, Disodium EDTA, Ethylhexylglycerin, Cellulose Gum, Citric Acid, Phenoxyethanol, Potassium Sorbate, Sodium Benzoate, Parfum, Limonene, Linalool.
Protector Solar de Coco SPF50 Aceite Bronceador Tropicania 200ml: Petrolatum, Homosalate, Octocrylene, Ethylhexyl Methoxycinnamate, Caprylic/capric Triglyceride, Butyl Metho- xydibenzoylmethane, Cyclopentasiloxane, Ethylhexyl triazone, Isopropyl Myristate, Isononyl Isononanoate, Prunus amygdalus Dulcis Oil, Cocos Nucifera Oil, Parfum, Aloe barbadensis Leaf Extract, Olea europaea Fruit Oil, Simmondsia chinensis Seed Oil, Tocopheryl Acetate, Cyclohexasiloxane, Cyclotetrasiloxane, BHT, Coumarin.

After Sun Guayaba con Aloe Vera Tropicania 200ml: Aqua, Aloe barbadensis Leaf Juice, Glycerin, Propylene Glycol, Coco- Caprylate/Caprate, Prunus amygdalus Dulcis Oil, Maltodextrin, Arachidyl Alcohol, Behenyl Alcohol, Glyceryl Stearate, PEG-100 Stearate, Calendula officinalis Flower Extract, Tocopheryl Acetate, Allantoin, Arachidyl Glucoside, Cetyl Hydroxyethylcellulose,Ethylhexylglycerin, Citric Acid, Disodium EDTA,Phytic Acid, Phenoxyethanol, Potassium Sorbate, Sodium Benzoate, Parfum, Benzyl Salicylate, Butylphenyl Methylpropional, Alpha-Isomethyl Ionone, Hydroxyisohexyl 3- Cyclohexene Carboxaldehyde, Citronellol, Hexyl Cinnamal, Benzyl Benzoate, Linalool.","Modo de usoProtector Solar Facial SPF50 Tropicania 50ml: Aplicar sobre el rostro limpio y seco con un suave masaje hasta su total absorción. Reaplicar con frecuencia.
Protector Solar de Coco SPF50 Aceite Bronceador Tropicania 200ml: Aplicar de forma generosa y uniforme antes de la exposición solar. Utilizar una cantidad insuficiente reduce significativamente el nivel de protección. Reaplicar con frecuencia, especialmente después de transpirar, nadar o secarse con una toalla.
After Sun Guayaba con Aloe Vera Tropicania 200ml: Aplicar tras la exposición solar con un suave masaje hasta su completa absorción."
"Soleil Protect Leche Solar Hidratante SPF30 Roc 200ml","","20,69 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/s/o/soleil_protect_leche_solar_hidratante_spf30_roc_200ml8622500_.jpg","Roc","https://www.mifarma.es/media/amshopby/medium33.jpg","","ComposiciónFeverfew PFE (extracto de Tanacetum parthenium): acción calmante, anti-irritante y anti-oxidante.
Glicerina: hidratante
Filtros solares SPF 30","Modo de usoNo pulverizar directamente sobre el rostro, sino aplicar primero en la mano. Aplicar media hora antes de la exposición solar y renovar con frecuencia."
"Pack Duplo Fotoprotector Isdin Pediatrics Spray Transparente 50+ 200ml","","45,98 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/p/a/pack_duplo_fotoprotector_isdin_pediatrics_spray_transparente_50__200ml159316duplo_.jpg","Isdin","https://www.mifarma.es/media/amshopby/medium10.jpg","","ComposiciónAlcohol Denat., Isobutane, Octocrylene, Butyl Methoxydibenzoylmethane, Ethylhexyl Salicylate, Dibutyl Adipate, Aqua (Water), Coconut Alkanes, Cyclopentasiloxane, 4-Methylbenzylidene Camphor, Cyclohexasiloxane, Butane, Polyurethane-64, Propane, Coco-Caprylate/Caprate, Tocopheryl Acetate, Parfum (Fragrance), BHT, Linalool.","Modo de usoAplicar generosamente sobre la piel seca, media hora antes de la exposición solar. Aplicar 2mg/cm² de producto; al reducir esta dosis, se reduce el factor de protección.
Reaplicar cada 2 horas o bien tras transpirar, nadar o secarse con toalla."
"Leche Solar Hidratante SPF 50+ Nivea Sun 400ml","","17,55 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/l/e/leche_solar_hidratante_spf_50__nivea_sun_400ml86061_.jpg","","https://www.mifarma.es/media/amshopby/medium463.jpg","","ComposiciónAqua, Homosalate, Glycerin, Alcohol Denat., Butyl Methoxydibenzoylmethane, Ethylhexyl Salicylate, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Ethylhexyl Triazone, Butylene Glycol Dicaprylate/Dicaprate, C12-15 Alkyl Benzoate, Stearyl Alcohol, Panthenol, C18-38 Alkyl Hydroxystearoyl Stearate, Glyceryl Stearate, Sodium Phenylbenzimidazole Sulfonate, Silica Dimethyl Silylate, Triacontanyl PVP, Tocopheryl Acetate, Tetrasodium Iminodisuccinate, Sodium Carboxymethylcellulose, Titanium Dioxide (nano), Xanthan Gum, Sodium Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Sodium Stearoyl Glutamate, Dimethicone, Silica, Trisodium EDTA, Sodium Chloride, Hydroxyacetophenone, Ethylhexylglycerin, Linalool, Limonene, Benzyl Alcohol, Alpha-Isomethyl Ionone, Citronellol, Coumarin, Parfum.","Modo de usoAplicar generosamente sobre la piel antes de la exposición solar y reaplicar con frecuencia para mantener el efecto de la protección."
"Protector Solar Locion SPF20 Riemann P20 100ml","","15,19 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/p/r/protector_solar_locion_spf20_riemann_p20_100ml186525_.jpg","Ofertas","https://www.mifarma.es/media/amshopby/medium86.png","","","Modo de usoAplicar de forma uniforme por el cuerpo 15 minutos antes de la exposición solar."
"Leche Solar Bioderma Photoderm MAX SPF50+ 250ml","","21,78 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/l/e/leche_solar_bioderma_photoderm_max_spf50__250ml192016_.jpg","Bioderma","https://www.mifarma.es/media/amshopby/medium141.jpg","","ComposiciónAQUA/WATER/EAU, DICAPRYLYL CARBONATE, OCTOCRYLENE, METHYLENE BIS-BENZOTRIAZOLYL TETRAMETHYLBUTYLPHENOL, BUTYL METHOXYDIBENZOYLMETHANE, BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE, CYCLOPENTASILOXANE, METHYLPROPANEDIOL, ECTOIN, DAF (DERMATOLOGICAL ADVANCED FORMULATION), FRUCTOOLIGOSACCHARIDES, LAMINARIA OCHROLEUCA EXTRACT, DECYL GLUCOSIDE, C20-22 ALKYL PHOSPHATE, C20-22 ALCOHOLS, XANTHAN GUM, PROPYLENE GLYCOL, CITRIC ACID, CAPRYLIC/CAPRIC TRIGLYCERIDE, SODIUM HYDROXIDE, MICROCRYSTALLINE CELLULOSE, PENTYLENE GLYCOL, 1,2-HEXANEDIOL, CAPRYLYL GLYCOL, CELLULOSE GUM, DISODIUM EDTA. [BI518]","Modo de usoAplicar varias veces al día durante el periodo de exposición solar.
Aplicar siempre la crema solar para piel fotosensible antes de la exposición de forma uniforme y generosa (aplicar poca cantidad de producto reduce el nivel de protección frente al sol)."
"Loción Solar en Spray Pediatopic Sun SPF50 200ml","","17,36 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/l/o/loci__n_solar_en_spray_pediatopic_sun_spf50_200ml190203_.jpg","Ordesa","https://www.mifarma.es/media/amshopby/medium2323.jpg","","","Modo de usoAplicar media hora antes de la exposición solar y reaplicar cada 2 horas y después del baño."
"Protector Solar SPF10 Ziaja Sun 150ml","","5,31 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/p/r/protector_solar_spf10_ziaja_sun_150mlzsu02-15440_.jpg","Ziaja","https://www.mifarma.es/media/amshopby/medium2479.jpg","","ComposiciónIngredientes activos: filtros organicos UVA/UVB, manteca de karité, provitamina B5 (d-panthenol), vitamina E.","Modo de usoAplicar sobre la piel 15 minutos antes de la exposición solar. Repetir la aplicación frecuentemente, especialmente después de nadar, secarse o de sudoración."
"Ladival Niños Leche Hidratante SPF50+ 150ml + 150ml Duplo","","22,09 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/l/a/ladival_ni__os_leche_hidratante_spf50__150ml___150ml_duplo181561x2_.jpg","Ladival","https://www.mifarma.es/media/amshopby/medium997.jpg","","",""
"Bruma Solar Pediatrics SPF50+ Acofarderm 200ml","","18,15 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/b/r/bruma_solar_pediatrics_spf50__acofarderm_200ml187348_.jpg","Acofarderm","https://www.mifarma.es/media/amshopby/medium129.jpg","","ComposiciónIsobutane, aqua, propane, dicaprylyl carbonate, homosalate, octocrylene, cyclopentasiloxane, butyl methoxydibenzoylmethane, ethylhexyl salicylate, bis-ethylhexyloxyphenol methoxyphenyl triazine, 4-methylbenzylidene camphor, diethylamino hydroxybenzoyl hexyl benzoate, ethylhexyl triazone, peg-30 dipolyhydroxystearate, glycerin, silica, vp/eicosene copolymer, phenoxyethanol, sodium chloride, parfum, butane, disteardimonium hectorite, ethylhexylglycerin, tocopheryl acetate, disodium edta, propylene carbonate, linalool, sodium hydroxide, butylphenyl methylpropional, citronellol, benzyl salicylate, limonene, alpha-isomethyl ionone, coumarin, cinnamyl alcohol, geraniol, hydroxycitronellal, hydroxyisohexyl 3-cyclohexene carboxaldehyde, citral, eugenol.","Modo de usoEs aconsejable que se aplique 20-30 minutos antes de la exposición al sol. Agitar antes de usar."
"Be+ Fotoprotector SPF 50+ Fluido Infantil Spray 250 ml","","25,41 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/b/e/be__fotoprotector_spf_50__fluido_infantil_spray_250_ml158330_.jpg","Be+","https://www.mifarma.es/media/amshopby/medium145.jpg","","",""
"Lierac Sunissime Fluido Protector Color SPF50+ Antienvejecimiento 40ml","","36,24 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/l/i/lierac_sunissime_fluido_protector_color_spf50__antienvejecimiento_40mlll10110a240_.jpg","Lierac","https://www.mifarma.es/media/amshopby/medium215.jpg","","","Modo de usoAntes de la exposición al sol, aplicar además de la crema de día en todo el rostro y el escote. No deja rayas ni marcas. Repetir la aplicación cada dos horas en caso de exposición directa al sol."
"Crema Solar Bebé SPF50+ BIO Acorelle 50ml","","21,96 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/c/r/crema_solar_beb___spf50__bio_acorelle_50mlaco4608_.jpg","Acorelle","https://www.mifarma.es/media/amshopby/medium3941.png","","ComposiciónDICAPRYLYL CARBONATE, TITANIUM DIOXIDE, AQUA (WATER), ROSA DAMASCENA FLOWER EXTRACT*, CERA ALBA*, ALUMINUM HYDROXIDE, STEARIC ACID, POLYGLYCERYL-3 DIISOSTEARATE, SORBITAN ISOSTEARATE, POLYGLYCERYL-3 POLYRICINOLEATE, POLYGLYCERYL-6 STEARATE, GLYCERIN, SESAMUM INDICUM OIL*, PORPHYRA UMBILICADIS EXTRACT, BISABOLOL, HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL,TOCOPHEROL, SORBITAN CAPRYLATE, SODIUM BENZOATE, POLYGLYCERYL-6 BEHENATE, POTASSIUM SORBATE, CERATONIA SILIQUA GUM, XANTHAN GUM, CITRIC ACID.

Ingrédients issus de l’agriculture biologique

99% du total des ingrédients est d’origine naturelle
10% du total des ingrédients est issu de l’agriculture biologique","Modo de usoAplicar media hora antes de la exposición solar y reaplicar con frecuencia. Agitar antes de usar."
"Protector Solar SPF50 Ecológico Dhyvana Eco Suncare 50ml","","24,20 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/p/r/protector_solar_spf50_ecol__gico_dhyvana_eco_suncare_50ml184791_.jpg","Dhyvanna","https://www.mifarma.es/media/amshopby/medium3841.png","","ComposiciónAloe barbadensis Leaf Juice*, Caprylic/capric Triglyceride, Titanium Dioxide, Propanediol, Cetearyl Alcohol, Zinc Oxide, Alcohol*, Coco-caprylate, Maltodextrin, Mica, Decyl Oleate, Alumina, Stearic Acid, Cetearyl Glucoside, Rosmarinus Officinalis Leaf Extract, Thymus vulgaris Flower/Leaf Extract*, Salvia officinalis Leaf Extract, Bisabolol, Glycerin*, Aqua, Mica, Polyglyceryl-6 Distearate, Tocopherol, Glyceryl Caprylate, Xanthan Gum, Polyglyceryl-3 Beeswax, Glyceryl Undecylenate, Cetyl Alcohol, Citric Acid, Sodium Citrate, Phytic Acid, Benzyl Alcohol, Potassium Sorbate, Sodium Benzoate, Parfum**, Farnesol, Linalool, Limonene, CI 77891***, CI 77492***, CI 77491***, CI 77499***.

 Procedente de agricultura ecológica.
 Procedente de aceites esenciales naturales.
 Pigmentos minerales.","Modo de usoAplicar de forma uniforme sobre la piel antes de exponerse al sol, y reaplicar cada 2 horas para no reducir el efecto del protector."
"Protector Solar SPF30 D´Shila 100ml","","24,13 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/p/r/protector_solar_spf30_d__shila_100ml50162331_.jpg","Shila","https://www.mifarma.es/media/amshopby/medium2877.jpg","","","Modo de usoAplicar media hora antes de la exposición solar y reaplicar con frecuencia y siempre después del baño."
"Spray Bruma Protectora Tropical SPF 50+ Babaria 200ml Piel Sensible","","11,50 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/s/p/spray_bruma_protectora_tropical_spf_50__babaria_200ml_piel_sensible31949_.jpg","Babaria","https://www.mifarma.es/media/amshopby/medium1972.jpg","","","Modo de usoAplicar abundantemente antes de la exposición solar y reaplicar con frecuencia, especialmente después del baño."
"Eucerin Pack Loción Light SPF50+ 400 ml +Loción 200 ml","","20,57 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/e/u/eucerin_pack_loci__n_light_spf50__400_ml__loci__n_200_ml187388.pack_.jpg","Eucerin","https://www.mifarma.es/media/amshopby/medium60.jpg","","ComposiciónLa Loción Hidratante pH5 es apta para el uso diario de las pieles con tendencia alérgica. Emulsión no grasa de rápida absorción (O/W), 5% de Dexpantenol y Vitamina E.","Modo de usoLocion Light SPF50: Aplicar abundantemente antes de la exposición al sol.
Loción Hidratante pH5: Aplicar de una a dos veces al día sobre zonas extensas del cuerpo mediante suaves masajes circulares hasta su completa absorción. Uso diario."
"Crema Solar Facial Pediatopic Sun SPF50+ 50ml","","10,88 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/c/r/crema_solar_facial_pediatopic_sun_spf50__50ml190056_.jpg","Ordesa","https://www.mifarma.es/media/amshopby/medium2323.jpg","","","Modo de usoAplicar media hora antes de la exposición solar y reaplicar cada 2 horas y después del baño."
"Aceite Solar en Spray SPF6 Ziaja Sun 125ml","","5,46 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/a/c/aceite_solar_en_spray_spf6_ziaja_sun_125mlzsu05-15420_.jpg","Ziaja","https://www.mifarma.es/media/amshopby/medium2479.jpg","","ComposiciónIngredientes activos: filtros orgánicos UVA/UVB.","Modo de usoAplicar sobre la piel 15 minutos antes de la exposición solar. Reaplicar frecuentemente, especialmente después de nadar, secarse o de sudoración."
